id,name,cleaned_incredients
1153,Paleo Salmon with Sauteed Apple Ginger Cabbage,"For the salmon - 4 filets of salmon (with skin on), fresh or frozen (680 g), defrosted if frozen 2 Tablespoons of ghee (30 ml), to cook the salmon with Salt and pepper, to taste For the cabbage saute - 2 Tablespoons of coconut oil (30 ml), to cook the cabbage with 0.5 head of napa/Chinese cabbage (400 g), thinly sliced 2 small green apples (300 g), thinly sliced 4 carrots (200 g), grated or thinly sliced 0.25 medium onion (28 g), thinly sliced 1 Tablespoon of fresh ginger (5 g), minced or finely diced Salt and pepper, to taste"
1154,Paleo Bacon Apple Caesar Salad,"For the salad - 6 slices of bacon (168 g), diced 1 head of romaine lettuce (200 g), chopped 1 cucumber (220 g), thinly sliced 1 small green apple (150 g), thinly sliced For the Caesar dressing - 4 Tablespoons of mayo (60 ml) 1 Tablespoon of lemon juice (15 ml) 1 teaspoon of mustard (5 ml) 1 teaspoon of garlic powder (3 g) Salt and pepper, to taste"
1155,Paleo Ground Beef Shepherds Pie,"4 small sweet potatoes (520 g) 1 Tablespoon of avocado oil (15 ml), to cook with 1.5 lbs of ground beef (675 g) 1 medium onion (110 g), thinly sliced 4 carrots (200 g), grated 4 stalks of celery (80 g), thinly sliced 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of fresh rosemary (1 g), chopped 2 cups of beef broth (480 ml) Salt and pepper, to taste"
1156,Paleo Avocado and Apple Toast,"1 small sweet potato (130 g), ends removed and sliced lengthwise into 1/4-inch (0.65 cm) thick slices 2 Tablespoons of olive oil (30 ml), divided (plus additional for greasing the baking sheet) 1 small green apple (150 g), sliced 2 large avocados (400 g), sliced"
1157,Paleo Curried Chicken Salad Wraps,"1 Tablespoon of avocado oil (15 ml), to cook with 2 chicken breasts (400 g), diced 4 Tablespoons of mayo (60 ml) 1 cucumber (220 g), thinly sliced 1 small green apple (150 g), thinly sliced 2 stalks of celery (40 g), diced 4 green onions (20 g), chopped 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of curry powder (7 g) (optional) 2 Tablespoons of fresh cilantro (2 g), chopped 1 head of romaine lettuce (200 g), separated into individual leaves Salt and pepper, to taste"
1158,Paleo Creamy Canned Salmon and Veggie Soup,"3 cups of chicken broth (720 ml) 2 zucchinis (240 g), chopped 2 carrots (100 g), grated 10 white button mushrooms (100 g), sliced 1 can of salmon (170 g), drained and flaked 2 cups of spinach (60 g), chopped 0.5 cup of fresh cilantro (8 g), chopped 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
1159,Paleo Asian Miso Soup Topped with Shrimp,"2 (3 oz or 85 g) packs of shirataki noodles, drained 2.5 cups of chicken broth or bone broth (600 ml) 1 Tablespoon of tahini sauce (15 ml) 1 Tablespoon of gluten-free tamari sauce or coconut aminos (15 ml) 0.5 lb of shrimp (225 g), defrosted if frozen, peeled and deveined 2 Tablespoons of lemon juice (30 ml) 1 teaspoon of sesame oil (5 ml) 1 cup of spinach (30 g), thinly sliced 2 green onions (10 g), sliced at an angle Dash of hot sauce (optional) Salt and pepper, to taste"
1160,Paleo Easy Meatball Soup,"For the soup - 1 Tablespoon of coconut oil (15 ml), to cook with 1 medium onion (110 g), thinly sliced 8 cups of chicken broth (1920 ml) 4 carrots (200 g), grated 0.25 cup of fresh cilantro (4 g), chopped 1 teaspoon of fresh ginger (2 g), minced or finely diced 6 cups of spinach (180 g) Salt and pepper, to taste For the meatballs - 1.5 lbs of ground beef (675 g) 4 medium eggs, whisked 6 cloves of garlic (18 g), minced or finely diced 0.5 cup of fresh parsley (8 g), chopped 4 teaspoons of salt (20 g) 0.5 teaspoon of pepper (1 g)(or to taste)"
1161,Paleo Cod with Garlic Butter Sauce and Apple Bacon Brussels Sprouts,"For the cod with garlic butter sauce - 1 Tablespoon of ghee (15 ml), to cook with 6 cloves of garlic (18 g), minced or finely diced 2 filets of cod, fresh or frozen (340 g), defrosted if frozen Salt, to taste For the Brussels sprouts - 1 Tablespoon of coconut oil (15 ml), to cook with 4 slices of bacon (112 g), diced 14 Brussels sprouts (266 g), ends removed and halved 0.5 medium onion (55 g), thinly sliced 1 small green apple (150 g), sliced Salt and pepper, to taste"
1162,Paleo Simple Salad with Avocado Cucumber and Apple,"1 head of romaine lettuce (200 g), chopped 1 cucumber (220 g), sliced 1 small green apple (150 g), sliced 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of vinegar (15 ml) (of choice) 2 large avocados (400 g), sliced"
1163,Paleo Creamy Beef and Mushroom Pasta,"2 Tablespoons of avocado oil (30 ml), divided, to cook with 4 carrots (200 g), spiralized or use a vegetable peeler to create noodle-like strands 1 medium onion (110 g), thinly sliced 12 white button mushrooms (120 g), sliced 0.75 lb of ground beef (338 g) 6 cloves of garlic (18 g), minced or finely diced 0.25 cup of coconut cream (60 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
1164,Paleo Chicken Shawarma and Fried Rice,"For the chicken shawarma - 1 Tablespoon of avocado oil (15 ml), to cook with 4 chicken breasts (800 g), diced 2 teaspoons of garlic powder (7 g) 2 teaspoons of onion powder (5 g) 2 teaspoons of Italian seasoning (2 g) 1 teaspoon of cumin powder (2 g) 1 teaspoon of paprika (2 g) Salt and pepper, to taste For the fried rice - 2 Tablespoons of coconut oil (30 ml), to cook with 1 head of cauliflower (600 g), processed into rice-like pieces 1 medium onion (110 g), thinly sliced 2 carrots (100 g), grated 2 cloves of garlic (6 g), minced or finely diced Salt, to taste"
1165,Paleo Brussels Sprouts Saute with Fried Eggs,"3 Tablespoons of coconut oil (45 ml), divided, to cook with 20 Brussels sprouts (380 g), ends removed and halved 0.5 medium onion (55 g), thinly sliced 4 medium eggs Salt and pepper, to taste"
1166,Paleo Pressure Cooker Garlic Pork Shoulder,"2 lbs of pork shoulder (900 g) 2 Tablespoons of coconut oil (30 ml), to cook with 2 medium onions (220 g), sliced 1 cup of chicken broth (240 ml) 3 Tablespoons of apple cider vinegar (45 ml) 6 cloves of garlic (18 g), minced or finely diced 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste)"
1167,Paleo Slow Cooker Garlic Pork Shoulder,"2 lbs of pork shoulder (900 g) 2 Tablespoons of coconut oil (30 ml), to cook with 2 medium onions (220 g), sliced 0.5 cup of chicken broth (120 ml) 3 Tablespoons of apple cider vinegar (45 ml) 6 cloves of garlic (18 g), minced or finely diced 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste)"
1168,Paleo Slow Roasted Garlic Pork Shoulder,"2 lbs of pork shoulder (900 g) 2 Tablespoons of coconut oil (30 ml), to cook with 2 medium onions (220 g), sliced 0.5 cup of chicken broth (120 ml) 3 Tablespoons of apple cider vinegar (45 ml) 6 cloves of garlic (18 g), minced or finely diced 1 Tablespoon of salt (15 g) (plus additional, to taste) 1 teaspoon of pepper (1 g) (plus additional, to taste)"
1169,Paleo Creamy Veggie Mash,"0.25 cup of ghee (60 ml), to cook with 1 head of cauliflower (600 g), broken into small florets 1 head of broccoli (450 g), broken into small florets 1 teaspoon of salt (5 g) (plus additional, to taste) 0.75 cup of water (180 ml) Pepper, to taste"
1170,Paleo Onion Burgers with Sweet Potato Wedges,"For the onion burgers - 0.75 lb of ground beef (338 g) 0.5 medium onion (55 g), grated or thinly sliced 0.5 Tablespoon of garlic powder (5 g) 1 Tablespoon of ghee (15 ml), to cook with For the sweet potato wedges - 2 small sweet potatoes (260 g) 1 Tablespoon of avocado oil (15 ml) Salt, to taste"
1171,Paleo Lemony Tuna Salad,"2 cans of tuna (340 g), drained and flaked 2 small green apples (300 g), diced 0.5 cucumber (110 g), diced 2 carrots (100 g), grated 0.25 cup of mayo (60 ml) 2 teaspoons of lemon juice (10 ml) (or to taste) 4 cups of spinach (120 g) Salt and pepper, to taste"
1172,Paleo Steak and Eggs,"2 beef steaks (400 g) 1 Tablespoon of ghee (15 ml), to cook with 2 medium eggs Salt and pepper, to taste"
1173,Paleo Scrambled Egg and Avocado Toast,"2 small sweet potatoes (260 g), ends removed and sliced lengthwise into 1/4-inch (0.65 cm) thick slices 1 Tablespoon of olive oil (15 ml), divided (plus additional for greasing the baking sheet) 2 Tablespoons of coconut oil (30 ml) 4 medium eggs, whisked 2 large avocados (400 g), sliced Salt and pepper, to taste"
1174,Paleo Veggie and Ground Beef Fried Rice,"3 Tablespoons of coconut oil (45 ml), divided, to cook with 0.75 lb of ground beef (338 g) 1 head of cauliflower (600 g), processed into rice-like pieces 1 zucchini (120 g), grated 1 medium onion (110 g), thinly sliced 2 carrots (100 g), grated 0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml) 4 cloves of garlic (12 g), minced or finely diced 2 teaspoons of fresh ginger (3 g), minced or finely diced Salt and pepper, to taste"
1175,Paleo Creamy Shrimp and Bacon with Sweet Potato Mash,"For the creamy shrimp - 6 slices of bacon (168 g), diced 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 2 cloves of garlic (6 g), minced or finely diced 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste For the sweet potato mash - 4 small sweet potatoes (520 g), cubed 0.5 cup of coconut milk (120 ml) Salt, to taste"
1176,Paleo Kale Caesar Salad with Avocado,"For the salad - 4 oz of kale (112 g), stems removed and chopped 0.5 cucumber (110 g), thinly sliced 1 carrot (50 g), grated 0.25 medium onion (28 g), thinly sliced 1 large avocado (200 g), sliced For the Caesar dressing - 4 Tablespoons of mayo (60 ml) 1 Tablespoon of lemon juice (15 ml) 1 teaspoon of mustard (5 ml) 1 teaspoon of garlic powder (3 g) Salt and pepper, to taste"
1177,Paleo Chicken and Avocado Salad with Creamy Lemon Dressing,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 1 head of romaine lettuce (200 g), chopped 8 cherry tomatoes (136 g), halved 0.5 cucumber (110 g), thinly sliced 2 carrots (100 g), grated 0.25 medium onion (28 g), thinly sliced 1 large avocado (200 g), sliced Salt and pepper, to taste For the creamy dressing - 3 Tablespoons of mayo (45 ml) 1 Tablespoon of olive oil (15 ml) 1 Tablespoon of lemon juice (15 ml) (or to taste)"
1178,Paleo Bacon-Wrapped Pork Tenderloin,"0.5 Tablespoon of garlic powder (5 g) 0.5 Tablespoon of onion powder (4 g) 1 lb of pork tenderloin (450 g) 4 slices of bacon (112 g) 1 Tablespoon of coconut oil (15 ml), to cook with Salt and pepper, to taste"
1179,Paleo Warm Asian-Inspired Chicken Slaw,"3 Tablespoons of avocado oil (45 ml), divided, to cook with 4 chicken breasts (800 g), diced 1 head of cabbage (700 g), thinly sliced 6 carrots (300 g), grated 1 medium onion (110 g), thinly sliced 0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml) 4 cloves of garlic (12 g), minced or finely diced Salt and pepper, to taste"
1180,Paleo Creamy Chicken Pasta,"1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 2 zucchinis (240 g), spiralized or use a vegetable peeler to create noodle-like strands 0.25 cup of mayo (60 ml) 2 cloves of garlic (6 g), minced or finely diced Salt and pepper, to taste"
1181,Paleo Ground Beef and Zucchini Stew,"1 Tablespoon of coconut oil (15 ml), to cook with 1 medium onion (110 g), thinly sliced 1.5 lbs of ground beef (675 g) 3 cups of beef broth (720 ml) 20 cherry tomatoes (340 g), quartered 2 zucchinis (240 g), chopped 4 carrots (200 g), sliced 4 cups of spinach (120 g), chopped 10 white button mushrooms (100 g), sliced 6 cloves of garlic (18 g), minced or finely diced 2 Tablespoons of Italian seasoning (6 g) Salt and pepper, to taste"
1182,Paleo Tuna and Kale Casserole,"4 cans of tuna (680 g), drained and flaked 4 carrots (200 g), grated 4 oz of kale (112 g), stems removed and chopped 0.5 medium onion (55 g), thinly sliced 1 cup of coconut cream (240 ml) (from the top of 2 refrigerated cans of coconut milk) 3 Tablespoons of lemon juice (45 ml) (or to taste) 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
1183,Paleo Chicken Teriyaki,"0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml) 2 Tablespoons of applesauce (30 ml) 3 cloves of garlic (9 g), minced or finely diced 1 Tablespoon of fresh ginger (5 g), minced or finely diced 2 chicken breasts (400 g), diced 2 small sweet potatoes (260 g), chopped 2 Tablespoons of avocado oil (30 ml), divided, to cook with 15 white button mushrooms (150 g), sliced 4 green onions (20 g), sliced Salt and pepper, to taste"
1184,Paleo Avocado and Apple Kale Salad,"For the salad - 4 oz of kale (112 g), stems removed and chopped 1 small green apple (150 g), thinly sliced 0.5 cucumber (110 g), thinly sliced 1 large avocado (200 g), sliced For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml) 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
1185,Paleo Loco Moco Burgers with Fried Eggs,"0.75 lb of ground beef (338 g) 0.5 Tablespoon of garlic powder (5 g) 0.5 Tablespoon of onion powder (4 g) 3 Tablespoons of coconut oil (45 ml), divided, to cook with 0.5 medium onion (55 g), thinly sliced 10 white button mushrooms (100 g), sliced 2 cloves of garlic (6 g), minced or finely diced 2 small tomatoes (180 g), chopped 1 cup of beef broth (240 ml) 1 teaspoon of arrowroot flour (3 g) (optional) 2 medium eggs Salt and pepper, to taste"
1186,Paleo Bacon and Veggie Frittata,"6 slices of bacon (168 g), diced 1 small sweet potato (130 g), grated 0.5 medium onion (55 g), thinly sliced 10 medium eggs, whisked 0.25 cup of coconut cream (60 ml) (from the top of a refrigerated can of coconut milk) 1 cup of spinach (30 g), chopped 1 clove of garlic (3 g), minced or finely diced 2 Tablespoons of fresh parsley (2 g), chopped Salt and pepper, to taste"
1187,Paleo Sheet Pan Chicken and Veg,"4 Tablespoons of avocado oil (60 ml), divided 1 head of cauliflower (600 g), broken into small florets 1 head of broccoli (450 g), broken into small florets 1 medium onion (110 g), thinly sliced 4 chicken breasts (800 g), cut into 1-inch (2.5 cm) cubes 2 teaspoons of garlic powder (7 g) Salt and pepper, to taste"
1188,Paleo Italian Tuna Salad,"2 cans of tuna (340 g), drained and flaked 1 small green apple (150 g), sliced 0.5 cucumber (110 g), diced 0.25 medium onion (28 g), thinly sliced 0.25 cup of olive oil (60 ml) 1 Tablespoon of lemon juice (15 ml) (or to taste) 2 teaspoons of Italian seasoning (2 g) 4 cups of spinach (120 g) Salt and pepper, to taste"
1189,Paleo Slow Cooker Brisket Carrot and Beet Casserole,"2 Tablespoons of avocado oil (30 ml), divided 2 lbs of beef brisket (900 g), deboned 25 white button mushrooms (250 g), sliced 2 beets (164 g), chopped small 1 medium onion (110 g), thinly sliced 2 carrots (100 g), chopped small 2 cloves of garlic (6 g), minced or finely diced 2 cups of beef broth (480 ml) Salt and pepper, to taste"
1190,Paleo Brisket Carrot and Beet Casserole,"2 Tablespoons of avocado oil (30 ml), divided 2 lbs of beef brisket (900 g), deboned 25 white button mushrooms (250 g), sliced 2 beets (164 g), chopped small 1 medium onion (110 g), thinly sliced 2 carrots (100 g), chopped small 2 cloves of garlic (6 g), minced or finely diced 2 cups of beef broth (480 ml) Salt and pepper, to taste"
1191,Paleo Pressure Cooker Brisket Carrot and Beet Casserole,"2 Tablespoons of avocado oil (30 ml), divided 2 lbs of beef brisket (900 g), deboned 25 white button mushrooms (250 g), sliced 2 beets (164 g), chopped small 1 medium onion (110 g), thinly sliced 2 carrots (100 g), chopped small 2 cloves of garlic (6 g), minced or finely diced 2 cups of beef broth (480 ml) Salt and pepper, to taste"
1192,Paleo Sweet Potato Wedges,"4 small sweet potatoes (520 g), cut lengthwise into wedges 1 Tablespoon of olive oil (15 ml), for roasting the sweet potatoes Salt, to taste"
1193,Paleo Bacon and Beet Spinach Salad,"For the salad - 4 slices of bacon (112 g), diced 2 beets (164 g), grated 8 cups of spinach (240 g) 0.5 cucumber (110 g), sliced 2 carrots (100 g), grated 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of balsamic vinegar (15 ml)"
1194,Paleo Spicy Pork and Avocado Stir-Fry,"1 Tablespoon of coconut oil (15 ml), to cook with 1 medium bell pepper (120 g), sliced 0.5 medium onion (55 g), thinly sliced 1 lb of pork tenderloin (450 g), sliced into 1-inch (2.5 cm) strips 1 Tablespoon of garlic powder (10 g) 1 teaspoon of chili powder (2 g) (or to taste) 2 large avocados (400 g), sliced 1 Tablespoon of olive oil (15 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
1195,Paleo Basil Beef Saute with Sweet Potato Mash,"For the saute - 1 Tablespoon of coconut oil (15 ml), to cook with 2 zucchinis (240 g), chopped 0.5 medium onion (55 g), thinly sliced 0.75 lb of ground beef (338 g) 2 cloves of garlic (6 g), minced or finely diced 1 teaspoon of fresh ginger (2 g), minced or finely diced 0.5 cup of fresh basil leaves (16 g), chopped 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) Salt and pepper, to taste For the sweet potato mash - 2 small sweet potatoes (260 g), cubed 0.25 cup of coconut milk (60 ml) Salt, to taste"
1196,Paleo Crunchy Chicken and Avocado Salad,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 1 chicken breast (200 g), diced 4 cups of spinach (120 g) 1 cucumber (220 g), thinly sliced 1 small green apple (150 g), sliced 2 carrots (100 g), grated 1 large avocado (200 g), sliced Salt, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml)"
1197,"Paleo Coconut Shrimp Curry with Cauliflower and Onion ""Rice","For the curry - 1 Tablespoon of coconut oil (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 1.5 Tablespoons of curry powder (11 g) 1 teaspoon of garlic powder (3 g) 2 cups of chicken broth (480 ml) 1 lb of shrimp (450 g), defrosted if frozen, peeled and deveined 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste For the rice - 2 Tablespoons of coconut oil (30 ml), to cook cauliflower with 1 head of cauliflower (600 g), processed into rice-like pieces 0.5 medium onion (55 g), thinly sliced Salt, to taste"
1198,Paleo Carrot Apple Banana Smoothie,"1 cup of ice (220 g) 1 small green apple (150 g), chopped 1 banana (100 g), sliced 0.5 carrot (25 g), chopped 0.5 cup of coconut milk (120 ml) 0.5 Tablespoon of coconut oil (8 ml) Dash of cinnamon powder, to taste Dash of ground cloves, to taste"
1199,Paleo Chopped Salad with Balsamic Vinaigrette,"For the salad - 4 medium eggs 4 slices of bacon (112 g), diced 1 head of romaine lettuce (200 g), chopped 3 small tomatoes (270 g), chopped 0.5 cucumber (110 g), chopped 2 carrots (100 g), grated 0.25 medium onion (28 g), thinly sliced For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of balsamic vinegar (15 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
1200,Paleo Easy Chicken and Bacon Meatloaf with Sweet Potato Mash,"For the meatloaf - 1 Tablespoon of avocado oil (15 ml), to cook with 20 white button mushrooms (200 g), chopped small 2 carrots (100 g), grated 1.5 lbs of ground chicken (675 g) 2 medium eggs, whisked 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) 1 Tablespoon of Italian seasoning (3 g) 4 slices of bacon (112 g), cut in half Salt and pepper, to taste For the sweet potato mash - 4 small sweet potatoes (520 g), cubed 0.5 cup of coconut milk (120 ml) Salt, to taste"
1201,Paleo Creamy Cucumber and Apple Salad,"2 cucumbers (440 g), thinly sliced 1 small green apple (150 g), thinly sliced 0.25 cup of mayo (60 ml) Salt, to taste"
1202,Paleo Turkey and Vegetable Skillet,"1 Tablespoon of coconut oil (15 ml), to cook with 1 lb of turkey breasts (450 g), diced 4 carrots (200 g), grated 12 spears of asparagus (192 g), chopped into 1-inch (2.5 cm) pieces 0.5 medium onion (55 g), thinly sliced 4 cups of spinach (120 g) Salt and pepper, to taste"
1203,Paleo BLT Salad with Creamy Lemon Dressing,"For the salad 6 slices of bacon (168 g), diced 1 head of romaine lettuce (200 g), chopped 2 small tomatoes (180 g), sliced 0.5 cucumber (110 g), thinly sliced 2 carrots (100 g), grated 0.25 medium onion (28 g), thinly sliced For the dressing - 2 Tablespoons of olive oil (30 ml) 1 Tablespoon of mayo (15 ml) 1 Tablespoon of lemon juice (15 ml) (or to taste) Salt and pepper, to taste"
1204,Paleo Turkey and Avocado Salad with Honey Mustard Dressing,"For the salad - 1 Tablespoon of coconut oil (15 ml), to cook with 0.25 lb of turkey breasts (113 g) 4 cups of spinach (120 g) 2 small tomatoes (180 g), sliced 0.5 cucumber (110 g), thinly sliced 1 carrot (50 g), grated 1 large avocado (200 g), sliced Salt and pepper, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of mustard (15 ml) 1 Tablespoon of honey (15 ml) (or to taste)"
1205,"Paleo Garlic ""Butter"" Salmon with Lemon Asparagus Saute","For the salmon - 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of ghee (30 ml), divided 4 cloves of garlic (12 g), minced or finely diced Salt, to taste For the asparagus saute - 1 Tablespoon of coconut oil (15 ml), to cook with 12 spears of asparagus (192 g), chopped into 1-inch (2.5 cm) pieces 1 Tablespoon of lemon juice (15 ml) (or to taste) Salt and pepper, to taste"
1206,Paleo Carrot Slaw,"4 carrots (200 g), grated or thinly sliced 1 cucumber (220 g), grated or thinly sliced 1 small green apple (150 g), grated or thinly sliced 2 Tablespoons of olive oil (30 ml) 1 teaspoon of lemon juice (5 ml)"
1207,Paleo Chicken and Broccoli Stir-Fry,"2 Tablespoons of coconut oil (30 ml), to cook with 0.5 head of broccoli (225 g), broken into small florets 0.5 medium onion (55 g), thinly sliced 2 chicken breasts (400 g), diced 0.25 cup of gluten-free tamari sauce or coconut aminos (60 ml) 4 cloves of garlic (12 g), minced or finely diced 1 teaspoon of fresh ginger (2 g), minced or finely diced Salt and pepper, to taste"
1208,Paleo Avocado and Tomato Salad,"2 large avocados (400 g), sliced 4 small tomatoes (360 g), chopped 0.5 cucumber (110 g), thinly sliced 2 carrots (100 g), grated 0.25 medium onion (28 g), thinly sliced 2 Tablespoons of fresh basil leaves (4 g), chopped 0.25 cup of olive oil (60 ml) 2 teaspoons of balsamic vinegar (10 ml) (or to taste) 4 cups of spinach (120 g) Salt and pepper, to taste"
1209,Paleo Garlic Beef and Veg Saute,"1 Tablespoon of coconut oil (15 ml), to cook with 15 spears of asparagus (240 g), chopped into 1-inch (2.5 cm) pieces 1 medium onion (110 g), thinly sliced 10 white button mushrooms (100 g), sliced 1.5 lbs of ground beef (675 g) 6 cloves of garlic (18 g), minced or finely diced 2 zucchinis (240 g), chopped Salt and pepper, to taste"
1210,Paleo Sauteed Veggie Bowl with Bacon,"1 Tablespoon (15 ml) of coconut oil, to cook with 4 slices of bacon (112 g), diced 2 small sweet potatoes (260 g), grated 4 spears of asparagus (64 g), chopped into 1-inch (2.5 cm) pieces 0.5 medium onion (55 g), thinly sliced 4 cups of spinach (120 g) Salt and pepper, to taste"
1211,"Paleo Creamy Basil Chicken ""Pasta""","1 Tablespoon (15 ml) of coconut oil, to cook with 2 chicken breasts (400 g), diced 2 small tomatoes (180 g), chopped 10 white button mushrooms (100 g), sliced 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 4 Tablespoons of fresh basil leaves (8 g), chopped 2 cloves of garlic (6 g), minced or finely diced 2 zucchinis (240 g), spiralized or use a vegetable peeler to create noodle-like strands Salt and pepper, to taste"
1212,Paleo Fried Egg and Bacon Salad,"For the salad- 6 slices of bacon (168 g), diced 2 medium eggs 1 head of romaine lettuce (200 g), chopped 2 small tomatoes (180 g), chopped 0.5 cucumber (110 g), thinly sliced 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste For the dressing - 3 Tablespoons of olive oil (45 ml) 1 Tablespoon of lemon juice (15 ml)"
1213,"Paleo Veggie ""Spaghetti"" and Zesty Meatballs","For the meatballs - 0.75 lb of ground pork (338 g) 1 medium egg, whisked 0.5 Tablespoon of garlic powder (5 g) 0.5 Tablespoon of onion powder (4 g) 0.5 Tablespoon of Italian seasoning (2 g) 0.5 Tablespoon of fresh parsley (1 g) For the ""Spaghetti"" - 1 Tablespoon of olive oil (15 ml), to cook with 1 small sweet potato (130 g), spiralized or use a vegetable peeler to create noodle-like strands 2 carrots (100 g), spiralized or use a vegetable peeler to create noodle-like strands 4 small tomatoes (360 g), chopped 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of fresh basil leaves (4 g), chopped Salt and pepper, to taste"
1214,Paleo Spinach Meatloaf Egg Muffins,"1 Tablespoon of coconut oil (15 ml), to cook with 2 carrots (100 g), grated 0.5 medium onion (55 g), thinly sliced 4 cloves of garlic (12 g), minced or finely diced 0.5 lb of ground beef (225 g) 0.5 lb of ground pork (225 g) 8 cups of spinach (240 g), chopped 6 medium eggs, whisked 0.5 cup of coconut milk (120 ml) 2 Tablespoons of Italian seasoning (6 g) 0.5 Tablespoon of salt (8 g) 0.5 teaspoon of pepper (1 g)"
1215,Paleo Apple and Carrot Salad,"2 small green apples (300 g), grated or thinly sliced 4 carrots (200 g), grated 2 Tablespoons of olive oil (30 ml) 1 Tablespoon of balsamic vinegar (15 ml) (or to taste) Salt, to taste"
1216,Paleo One-Pan Creamy Coconut Chicken and Vegetables,"1 Tablespoon of coconut oil (15 ml), to cook with 1 medium bell pepper (120 g), sliced 4 oz of green beans (112 g), chopped 0.5 medium onion (55 g), thinly sliced 2 chicken breasts (400 g), diced 2 cloves of garlic (6 g), minced or finely diced 0.5 cup of chicken broth (120 ml) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 2 Tablespoons of lime juice (30 ml) 2 Tablespoons of fresh basil leaves (4 g), chopped Salt and pepper, to taste"
1217,Paleo Creamy Chicken Avocado Salad,"1 Tablespoon of coconut oil (15 ml), to cook with 2 chicken breasts (400 g), diced 1 large avocado (200 g), sliced 0.5 cucumber (110 g), thinly sliced 0.25 medium onion (28 g), thinly sliced 0.25 cup of coconut cream (60 ml) (from the top of a refrigerated can of coconut milk) 4 cups of spinach (120 g) Salt and pepper, to taste"
1218,Paleo Ginger Beef and Pineapple Saute,"1 Tablespoon of coconut oil (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 0.75 lb of ground beef (338 g) 3 slices of pineapple (168 g), chopped 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 teaspoon of fresh ginger (2 g), minced or finely diced Salt, to taste"
1219,Paleo Sesame Chicken Stir-Fry,"2 Tablespoons of avocado oil (30 ml), divided, to cook with 2 chicken breasts (400 g), diced 0.25 head of cabbage (175 g), thinly sliced 2 carrots (100 g), grated 6 green onions (30 g), chopped 1 Tablespoon of fresh ginger (5 g), minced or finely diced 2 slices of pineapple (112 g), chopped 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 2 teaspoons of sesame oil (10 ml) (or to taste) Salt and pepper, to taste"
1220,Paleo Easy Beef Taco Meat,"1 Tablespoon of avocado oil (15 ml), to cook with 1 medium bell pepper (120 g), thinly sliced 1 medium onion (110 g), thinly sliced 1 lb of ground beef (450 g) 4 cloves of garlic (12 g), minced or finely diced 2 small tomatoes (180 g), chopped 2 teaspoons of cumin powder (4 g) 1 teaspoon of fresh ginger (2 g), minced or finely diced 0.5 teaspoon of chili powder (1 g) (or to taste) Salt and pepper, to taste"
